EMPLOYEEID;DIVISIONID;DEPARTMENTID;JOBID;JOBCLASSIFICATIONID;MANAGERID;EXITREASON;DATE;EXITDATE;FTE;STANDARDWEEKLYHOURS;WORKINGDAYSPERWEEK;SALARY
E299729;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Personal Reason;20141204;20150202;1;40;5;109655
E299730;DIV08;DEP023;452;JC_Senior specialist;M236347;Involuntary Elimination of Position;20141205;20150203;1;40;5;77893
E299731;DIV03;DEP023;454;JC_Manager;M237930;Involuntary Elimination of Position;20141206;20150204;1;40;5;74140
E299732;DIV03;DEP023;450;JC_Associate;M237930;Involuntary Elimination of Position;20140103;20151022;1;40;5;239045
E299733;DIV02;DEP023;442;JC_Specialist;M252825;Voluntary Termination - Personal Reason;20140103;20151023;1;40;5;114860
E299734;DIV04;DEP023;442;JC_Specialist;M095280;Voluntary Termination - Career Development;20140103;20151024;1;40;5;82877
E299735;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Compensation;20140103;20151025;1;40;5;254709
E299736;DIV02;DEP023;451;JC_Specialist;M252825;Voluntary Termination - Career Development;20140103;20151026;1;40;5;70554
E299737;DIV02;DEP023;450;JC_Associate;M252825;Voluntary Termination - Career Development;20140103;20151027;1;40;5;81753
E299738;DIV04;DEP023;453;JC_Expert;M096889;Voluntary Termination - Career Development;20140103;20151028;1;40;5;60398
E299739;DIV09;DEP023;432;JC_Specialist;M300121;Voluntary Termination - Career Development;20140103;20151029;1;40;5;77400
E299740;DIV03;DEP023;252;JC_Specialist;M266882;Voluntary Termination - Career Development;20140103;20151030;1;40;5;44452
E299741;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140103;20151031;1;40;5;61568
E299742;DIV09;DEP023;402;JC_Specialist;M300121;Voluntary Termination - Career Development;20140103;20151101;1;40;5;83467
E299743;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140103;20151102;1;40;5;82959
E299744;DIV03;DEP023;461;JC_Associate;M237930;Voluntary Termination - Compensation;20140103;20151103;1;40;5;244497
E299745;DIV05;DEP023;443;JC_Senior specialist;M044139;Voluntary Termination - Compensation;20140103;20151104;1;40;5;65632
E299746;DIV03;DEP023;453;JC_Expert;M237930;Voluntary Termination - Compensation;20140103;20151105;1;40;5;109396
E299747;DIV09;DEP023;453;JC_Expert;M300121;Voluntary Termination - Career Development;20140103;20151106;1;40;5;80273
E299748;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Personal Reason;20140103;20151107;1;40;5;70498
E299749;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140103;20151108;1;40;5;214728
E299750;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140103;20151109;1;40;5;233448
E299751;DIV04;DEP023;291;JC_Associate;M019974;Voluntary Termination - Career Development;20140103;20151110;1;40;5;62818
E299752;DIV09;DEP023;443;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140103;20151111;1;40;5;86456
E299753;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140103;20151112;1;40;5;70237
E299754;DIV03;DEP023;451;JC_Specialist;M237930;Voluntary Termination - Early Retirement;20140103;20151113;1;40;5;87756
E299755;DIV06;DEP023;453;JC_Expert;M044771;Voluntary Termination - Early Retirement;20140103;20151114;1;40;5;109571
E299756;DIV03;DEP023;251;JC_Associate;M237930;Voluntary Termination - Career Development;20140103;20151115;1;40;5;276719
E299757;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140103;20151116;1;40;5;111983
E299758;DIV04;DEP023;252;JC_Specialist;M019974;Voluntary Termination - Career Development;20140103;20151117;1;40;5;24986
E299759;DIV03;DEP023;252;JC_Specialist;M266882;Voluntary Termination - Career Development;20140103;20151118;1;40;5;68055
E299760;DIV02;DEP023;311;JC_Associate;M252825;Voluntary Termination - Personal Reason;20140103;20151119;1;40;5;112807
E299761;DIV03;DEP023;431;JC_Associate;M237930;Voluntary Termination - Career Development;20140103;20151120;1;40;5;110571
E299762;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140103;20151121;1;40;5;111049
E299763;DIV03;DEP023;444;JC_Expert;M237930;Voluntary Termination - Career Development;20140103;20151122;1;40;5;264248
E299764;DIV03;DEP023;461;JC_Associate;M237930;Voluntary Termination - Career Development;20140103;20151123;1;40;5;223464
E299765;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Career Development;20140103;20151124;1;40;5;73789
E299766;DIV06;DEP023;450;JC_Associate;M044771;Voluntary Termination - Career Development;20140103;20151125;1;40;5;70343
E299767;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Compensation;20140103;20151126;1;40;5;259471
E299768;DIV02;DEP023;251;JC_Associate;M252825;Voluntary Termination - Personal Reason;20140103;20151127;1;40;5;76230
E299769;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140103;20151128;1;40;5;83032
E299770;DIV03;DEP023;450;JC_Associate;M237930;Voluntary Termination - Compensation;20140103;20151129;1;40;5;107447
E299771;DIV09;DEP023;443;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140103;20151130;1;40;5;109007
E299772;DIV03;DEP023;455;JC_Director;M237930;Voluntary Termination - Career Development;20140103;20151201;1;40;5;242173
E299773;DIV03;DEP023;431;JC_Associate;M237930;Voluntary Termination - Career Development;20140103;20151202;1;40;5;110203
E299774;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140103;20151203;1;40;5;110543
E299775;DIV03;DEP023;445;JC_Manager;M266882;Voluntary Termination - Career Development;20140103;20151204;1;40;5;27402
E299776;DIV06;DEP023;453;JC_Expert;M109659;Involuntary Elimination of Position;20140210;20151205;1;40;5;31883
E299777;DIV09;DEP023;452;JC_Senior specialist;M300121;Involuntary Elimination of Position;20140210;20151206;1;40;5;112492
E299778;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140210;20151207;1;40;5;120636
E299779;DIV03;DEP023;445;JC_Manager;M237930;Involuntary Elimination of Position;20140210;20151208;1;40;5;277603
E299780;DIV03;DEP023;601;JC_Executive;M237930;Involuntary Elimination of Position;20140210;20151209;1;40;5;112135
E299781;DIV01;DEP023;292;JC_Specialist;M144808;Involuntary Elimination of Position;20140210;20151210;1;40;5;47322
E299782;DIV05;DEP023;432;JC_Specialist;M044139;Involuntary Elimination of Position;20140210;20151211;1;40;5;28188
E299783;DIV02;DEP023;252;JC_Specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151212;1;40;5;71037
E299784;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151213;1;40;5;111261
E299785;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151214;1;40;5;58981
E299786;DIV03;DEP023;292;JC_Specialist;M237930;Involuntary Elimination of Position;20140210;20151215;1;40;5;246199
E299787;DIV02;DEP023;461;JC_Associate;M252825;Involuntary Elimination of Position;20140210;20151216;1;40;5;74922
E299788;DIV02;DEP023;322;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140210;20151217;1;40;5;301657
E299789;DIV04;DEP023;443;JC_Senior specialist;M095280;Involuntary Elimination of Position;20140210;20151218;1;40;5;76962
E299790;DIV06;DEP023;252;JC_Specialist;M109659;Voluntary Termination - Career Development;20140210;20151219;1;40;5;30911
E299791;DIV03;DEP023;402;JC_Specialist;M237930;Voluntary Termination - Career Development;20140210;20151220;1;40;5;112906
E299792;DIV02;DEP023;241;JC_Specialist;M252825;Voluntary Termination - Early Retirement;20140210;20151221;1;40;5;78167
E299793;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140210;20151222;1;40;5;74816
E299794;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151223;1;40;5;68257
E299795;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Personal Reason;20140210;20151224;1;40;5;86283
E299796;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140210;20151225;1;40;5;56437
E299797;DIV02;DEP023;215;JC_Manager;M252825;Voluntary Termination - Career Development;20140210;20151226;1;40;5;61108
E299798;DIV03;DEP023;450;JC_Associate;M237930;Voluntary Termination - Compensation;20140210;20151227;1;40;5;105856
E299799;DIV02;DEP023;252;JC_Specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151228;1;40;5;67941
E299800;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Career Development;20140210;20160225;1;40;5;94523
E299801;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140112;20160226;1;40;5;234840
E299802;DIV01;DEP023;601;JC_Executive;M144808;Voluntary Termination - Career Development;20140112;20160227;1;40;5;31922
E299803;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140112;20160228;1;40;5;82961
E299804;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140112;20160301;1;40;5;72514
E299805;DIV03;DEP023;401;JC_Associate;M237930;Voluntary Termination - Career Development;20140112;20160302;1;40;5;61248
E299806;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140112;20160303;1;40;5;87966
E299807;DIV05;DEP023;451;JC_Specialist;M044139;Voluntary Termination - Career Development;20140112;20160304;1;40;5;27479
E299808;DIV03;DEP023;453;JC_Expert;M266882;Voluntary Termination - Career Development;20140112;20160305;1;40;5;31740
E299809;DIV01;DEP023;432;JC_Specialist;M144808;Voluntary Termination - Career Development;20140112;20160306;1;40;5;34381
E299810;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140112;20160307;1;40;5;59888
E299811;DIV04;DEP023;443;JC_Senior specialist;M095280;Voluntary Termination - Career Development;20140112;20160308;1;40;5;73491
E299812;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Early Retirement;20140112;20160309;1;40;5;54987
E299813;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140112;20160310;1;40;5;42871
E299814;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140112;20160311;1;40;5;133242
E299815;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140112;20160312;1;40;5;86932
E299816;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140312;20160313;1;40;5;31480
E299817;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140312;20160314;1;40;5;64734
E299818;DIV01;DEP023;442;JC_Specialist;M144808;Voluntary Termination - Career Development;20140312;20160315;1;40;5;31617
E299819;DIV01;DEP023;452;JC_Senior specialist;M144808;Voluntary Termination - Career Development;20140312;20160316;1;40;5;23088
E299820;DIV05;DEP023;443;JC_Senior specialist;M044139;Voluntary Termination - Career Development;20140312;20160317;1;40;5;29510
E299821;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Career Development;20140812;20160318;1;40;5;77834
E299822;DIV03;DEP023;453;JC_Expert;M266882;Voluntary Termination - Career Development;20140812;20160319;1;40;5;29794
E299823;DIV04;DEP023;452;JC_Senior specialist;M096889;Voluntary Termination - Early Retirement;20140812;20160320;1;40;5;84333
E299824;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Early Retirement;20140812;20160321;1;40;5;223691
E299825;DIV09;DEP023;432;JC_Specialist;M300121;Voluntary Termination - Early Retirement;20140812;20160322;1;40;5;75801
E299826;DIV06;DEP023;253;JC_Senior specialist;M109659;Voluntary Termination - Career Development;20140812;20160323;1;40;5;30887
E299827;DIV09;DEP023;253;JC_Senior specialist;M300121;Voluntary Termination - Early Retirement;20140812;20160324;1;40;5;113612
E299828;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140812;20160325;1;40;5;106701
E299829;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20160326;1;40;5;89686
E299830;DIV03;DEP023;453;JC_Expert;M237930;Voluntary Termination - Early Retirement;20140812;20160327;1;40;5;100007
E299831;DIV03;DEP023;445;JC_Manager;M266882;Voluntary Termination - Career Development;20140812;20160328;1;40;5;50020
E299832;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Career Development;20140812;20160329;1;40;5;128364
E299833;DIV09;DEP023;446;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20160330;1;40;5;70572
E299834;DIV09;DEP023;446;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20160530;1;40;5;55264
E299835;DIV09;DEP023;446;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20160531;1;40;5;71724
E299836;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Career Development;20140812;20160601;1;40;5;78149
E299837;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140812;20160602;1;40;5;113051
E299838;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20160603;1;40;5;125980
E299839;DIV02;DEP023;293;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140812;20160604;1;40;5;269969
E299840;DIV03;DEP023;413;JC_Senior specialist;M237930;Voluntary Termination - Early Retirement;20140812;20160605;1;40;5;81217
E299841;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Career Development;20140812;20160606;1;40;5;81112
E299842;DIV02;DEP023;446;JC_Director;M252825;Voluntary Termination - Career Development;20140812;20160607;1;40;5;132423
E299843;DIV02;DEP023;253;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140812;20160608;1;40;5;118322
E299844;DIV09;DEP023;454;JC_Manager;M300121;Voluntary Termination - Career Development;20140812;20160410;1;40;5;109321
E299845;DIV03;DEP023;454;JC_Manager;M266882;Voluntary Termination - Career Development;20140812;20160411;1;40;5;12934
E299846;DIV05;DEP023;445;JC_Manager;M044139;Voluntary Termination - Career Development;20140812;20160412;1;40;5;41277
E299847;DIV09;DEP023;455;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20160413;1;40;5;70563
E299848;DIV09;DEP023;445;JC_Manager;M300121;Voluntary Termination - Career Development;20140812;20160414;1;40;5;68232
E299849;DIV02;DEP023;455;JC_Director;M252825;Voluntary Termination - Career Development;20140812;20160415;1;40;5;304330
E299850;DIV02;DEP023;362;JC_Specialist;M252825;Voluntary Termination - Career Development;20140812;20161115;1;40;5;84644
E299851;DIV02;DEP023;455;JC_Director;M252825;Voluntary Termination - Career Development;20140812;20161116;1;40;5;270696
E300147;DIV02;DEP023;434;JC_Expert;M252825;Voluntary Termination - Personal Reason;20141003;20141202;1;40;5;75403
E299852;DIV03;DEP023;423;JC_Senior specialist;M266882;Voluntary Termination - Career Development;20140812;20161117;1;40;5;38910
E299853;DIV03;DEP023;272;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140812;20161118;1;40;5;73198
E299854;DIV03;DEP023;447;JC_Executive;M266882;Voluntary Termination - Career Development;20140812;20161119;1;40;5;39029
E299855;DIV03;DEP023;456;JC_Senior Executive;M266882;Voluntary Termination - Career Development;20140812;20161120;1;40;5;58492
E299856;DIV03;DEP023;404;JC_Expert;M237930;Voluntary Termination - Career Development;20140812;20161121;1;40;5;77312
E299857;DIV09;DEP023;446;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20161122;1;40;5;89915
E299858;DIV02;DEP023;293;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140812;20161123;1;40;5;72172
E299859;DIV08;DEP023;447;JC_Executive;M293226;Voluntary Termination - Career Development;20140812;20161124;1;40;5;32479
E299860;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20160426;1;40;5;90152
E299861;DIV03;DEP023;214;JC_Expert;M237930;Voluntary Termination - Career Development;20140812;20160427;1;40;5;90948
E299862;DIV02;DEP023;292;JC_Specialist;M252825;Voluntary Termination - Career Development;20140812;20160428;1;40;5;275282
E299863;DIV03;DEP023;444;JC_Expert;M237930;Voluntary Termination - Career Development;20140812;20160429;1;40;5;111766
E299864;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Career Development;20140812;20160430;1;40;5;61284
E299865;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140812;20160501;1;40;5;109033
E299866;DIV05;DEP023;361;JC_Associate;M044139;Voluntary Termination - Career Development;20140812;20160502;1;40;5;64231
E299867;DIV03;DEP023;454;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20160503;1;40;5;19644
E299868;DIV03;DEP023;453;JC_Expert;M237930;Voluntary Termination - Career Development;20140812;20160504;1;40;5;96936
E299869;DIV09;DEP023;402;JC_Specialist;M300121;Voluntary Termination - Career Development;20140812;20160505;1;40;5;82844
E299870;DIV03;DEP023;411;JC_Associate;M266882;Voluntary Termination - Career Development;20140812;20160506;1;40;5;15136
E299871;DIV02;DEP023;455;JC_Director;M252825;Voluntary Termination - Career Development;20140812;20160507;1;40;5;296437
E299872;DIV03;DEP023;454;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20170226;1;40;5;32163
E299873;DIV03;DEP023;454;JC_Manager;M266882;Voluntary Termination - Career Development;20140812;20170227;1;40;5;30275
E299874;DIV05;DEP023;454;JC_Manager;M044139;Voluntary Termination - Compensation;20140812;20170228;1;40;5;46317
E299875;DIV02;DEP023;447;JC_Executive;M252825;Voluntary Termination - Career Development;20140812;20170226;1;40;5;82400
E299876;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Career Development;20140812;20170227;1;40;5;82836
E299877;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140812;20170228;1;40;5;51575
E299878;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140812;20170228;1;40;5;122589
E299879;DIV01;DEP023;454;JC_Manager;M144808;Voluntary Termination - Career Development;20140812;20170301;1;40;5;53360
E299880;DIV09;DEP023;214;JC_Expert;M300121;Voluntary Termination - Career Development;20140812;20170302;1;40;5;50625
E299881;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Compensation;20140812;20170303;1;40;5;47559
E299882;DIV03;DEP023;443;JC_Senior specialist;M266882;Voluntary Termination - Career Development;20140812;20170304;1;40;5;80733
E299883;DIV03;DEP023;452;JC_Senior specialist;M266882;Voluntary Termination - Career Development;20140812;20170305;1;40;5;43496
E299884;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140812;20170306;1;40;5;68233
E299885;DIV01;DEP023;454;JC_Manager;M144808;Voluntary Termination - Compensation;20140912;20170307;1;40;5;852803
E299886;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Early Retirement;20140912;20170806;1;40;5;58364
E299887;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140912;20170807;1;40;5;52774
E299888;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140912;20170808;1;40;5;68216
E299889;DIV01;DEP023;454;JC_Manager;M144808;Voluntary Termination - Compensation;20140912;20170809;1;40;5;86810
E299890;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Compensation;20140912;20170810;1;40;5;83339
E299891;DIV09;DEP023;453;JC_Expert;M300121;Voluntary Termination - Career Development;20140912;20170811;1;40;5;49469
E299892;DIV02;DEP023;412;JC_Specialist;M252825;Voluntary Termination - Compensation;20140912;20170812;1;40;5;255897
E299893;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140912;20170813;1;40;5;75092
E299894;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Career Development;20140912;20170316;1;40;5;82819
E299895;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140912;20170317;1;40;5;457604
E299896;DIV09;DEP023;445;JC_Manager;M300121;Voluntary Termination - Career Development;20140912;20170318;1;40;5;78031
E299897;DIV09;DEP023;445;JC_Manager;M300121;Voluntary Termination - Career Development;20140912;20170319;1;40;5;54057
E299898;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140912;20170320;1;40;5;302715
E299899;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140912;20170321;1;40;5;86197
E299900;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Compensation;20140912;20170322;1;40;5;241481
E299901;DIV02;DEP023;432;JC_Specialist;M252825;Voluntary Termination - Compensation;20140912;20170323;1;40;5;48099
E299902;DIV09;DEP023;445;JC_Manager;M300121;Voluntary Termination - Career Development;20140912;20170324;1;40;5;54309
E299903;DIV01;DEP023;301;JC_Associate;M144808;Voluntary Termination - Career Development;20140912;20170325;1;40;5;27955
E299904;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Compensation;20140912;20170326;1;40;5;71374
E299905;DIV03;DEP023;252;JC_Specialist;M237930;Voluntary Termination - Career Development;20140912;20170327;1;40;5;91789
E299906;DIV03;DEP023;444;JC_Expert;M237930;Voluntary Termination - Career Development;20140912;20170328;1;40;5;54389
E299907;DIV02;DEP023;442;JC_Specialist;M252825;Voluntary Termination - Compensation;20140912;20170329;1;40;5;71400
E299908;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Compensation;20140912;20170330;1;40;5;130713
E299909;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Compensation;20140912;20170331;1;40;5;96778
E299910;DIV07;DEP023;452;JC_Senior specialist;M154464;Voluntary Termination - Compensation;20140912;20170401;1;40;5;49743
E299911;DIV02;DEP023;361;JC_Associate;M252825;Voluntary Termination - Career Development;20140912;20170402;1;40;5;81113
E299912;DIV03;DEP023;457;JC_Senior Executive;M237930;Voluntary Termination - Career Development;20140912;20170403;1;40;5;107989
E299913;DIV06;DEP023;455;JC_Director;M124542;Voluntary Termination - Career Development;20140912;20170404;1;40;5;37798
E299914;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Career Development;20140912;20170405;1;40;5;61768
E299915;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140912;20170406;1;40;5;62005
E299916;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140912;20170407;1;40;5;23355
E299917;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140912;20170408;1;40;5;73076
E299918;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Compensation;20140912;20170906;1;40;5;216662
E299919;DIV01;DEP023;445;JC_Manager;M144808;Voluntary Termination - Compensation;20140912;20170907;1;40;5;64538
E299920;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Compensation;20140912;20170908;1;40;5;11581
E299921;DIV02;DEP023;331;JC_Specialist;M252825;Voluntary Termination - Compensation;20140912;20170909;1;40;5;397571
E299922;DIV05;DEP023;445;JC_Manager;M044139;Voluntary Termination - Compensation;20140912;20170910;1;40;5;45685
E299923;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140912;20170911;1;40;5;406315
E299924;DIV03;DEP023;454;JC_Manager;M266882;Voluntary Termination - Personal Reason;20140912;20170912;1;40;5;36709
E299925;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Personal Reason;20140912;20170913;1;40;5;114450
E299926;DIV02;DEP023;455;JC_Director;M252825;Voluntary Termination - Compensation;20140912;20170914;1;40;5;89526
E299927;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Compensation;20140912;20170915;1;40;5;106190
E299928;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Compensation;20140912;20170916;1;40;5;254844
E299929;DIV05;DEP023;444;JC_Expert;M044139;Voluntary Termination - Career Development;20140912;20170917;1;40;5;37688
E299930;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140912;20170421;1;40;5;48459
E299931;DIV03;DEP023;454;JC_Manager;M237930;Voluntary Termination - Compensation;20140912;20170422;1;40;5;91280
E299932;DIV09;DEP023;454;JC_Manager;M300121;Voluntary Termination - Compensation;20140912;20170423;1;40;5;73680
E299933;DIV09;DEP023;454;JC_Manager;M300121;Voluntary Termination - Compensation;20140926;20170424;1;40;5;84196
E299934;DIV08;DEP023;454;JC_Manager;M236190;Voluntary Termination - Compensation;20140926;20170425;1;40;5;41324
E299935;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Career Development;20140926;20170426;1;40;5;77590
E299936;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Compensation;20140926;20170427;1;40;5;51009
E299937;DIV02;DEP023;282;JC_Specialist;M252825;Voluntary Termination - Compensation;20140926;20170428;1;40;5;47587
E299938;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Compensation;20140926;20170429;1;40;5;280612
E299939;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Compensation;20140926;20170430;1;40;5;296596
E299940;DIV03;DEP023;454;JC_Manager;M237930;Voluntary Termination - Career Development;20140926;20170501;1;40;5;129937
E299941;DIV03;DEP023;403;JC_Senior specialist;M266882;Voluntary Termination - Compensation;20140926;20170502;1;40;5;72643
E299942;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140926;20170503;1;40;5;401771
E299943;DIV02;DEP023;450;JC_Associate;M252825;Voluntary Termination - Compensation;20140926;20170504;1;40;5;105461
E299944;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Compensation;20140926;20170505;1;40;5;250912
E299945;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Compensation;20140926;20170506;1;40;5;137937
E299946;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140926;20180226;1;40;5;133428
E299947;DIV09;DEP023;443;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140926;20180227;1;40;5;47885
E299948;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140926;20180228;1;40;5;239748
E299949;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140926;20180301;1;40;5;233859
E299950;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Career Development;20140926;20180302;1;40;5;55360
E299951;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140926;20180303;1;40;5;20808
E299952;DIV02;DEP023;362;JC_Specialist;M252825;Voluntary Termination - Career Development;20140926;20180304;1;40;5;68232
E299953;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140926;20180305;1;40;5;224759
E299954;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140926;20180306;1;40;5;68175
E299955;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140926;20180307;1;40;5;83684
E299956;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Career Development;20140926;20180308;1;40;5;44878
E299957;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140926;20180309;1;40;5;233245
E299958;DIV05;DEP023;461;JC_Associate;M044139;Voluntary Termination - Career Development;20140926;20180310;1;40;5;30584
E299959;DIV03;DEP023;453;JC_Expert;M237930;Voluntary Termination - Personal Reason;20140926;20180311;1;40;5;107095
E299960;DIV02;DEP023;241;JC_Specialist;M252825;Voluntary Termination - Personal Reason;20140926;20180312;1;40;5;68252
E299961;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Personal Reason;20140926;20180313;1;40;5;62440
