EMPLOYEEID;JOBID;NEWTOPOSITION;PAYGRADEID;FULLTIME;COMPANYCODE;BUSINESSAREA
E225935;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E226382;252;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E227427;252;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E233287;311;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E233632;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E234438;461;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E234467;442;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E236347;272;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E239448;450;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E239976;455;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E243526;431;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area C
E243642;445;FALSE;GR-16;TRUE;ACME Western EU SE;Business Area C
E247549;453;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E247581;452;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E251031;454;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E257321;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E260052;432;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E266317;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E269226;292;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E269472;461;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E270011;322;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E273097;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E275852;252;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E292560;402;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E294149;241;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E294999;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E295212;443;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E298205;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E298613;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E298774;215;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299182;450;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E299238;252;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299276;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299305;601;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E299557;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300141;401;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300142;455;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E300143;434;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300144;423;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E300145;447;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E300146;452;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E000119;461;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E002659;443;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E005490;453;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E006078;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E006328;452;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E011537;445;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E016011;452;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E016751;452;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E019024;252;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E019552;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E023704;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E024178;252;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E026142;453;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E027681;432;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E028037;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E029680;461;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E031705;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E034330;452;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E034524;443;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E035912;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E036468;453;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E038623;447;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E041406;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E044486;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E046110;443;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E046332;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E047034;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E048778;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E050505;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E050934;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E051819;461;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E052950;442;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E053122;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E053377;452;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E057312;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E062815;252;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E063341;291;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E063477;292;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E064093;452;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E065639;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E066317;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E067775;232;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E069921;444;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E078864;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E085128;452;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E086814;231;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E086842;341;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E091401;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E092199;454;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E092761;453;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E093301;445;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E097970;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E098370;445;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E109608;446;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E110343;404;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E111519;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E112411;453;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E113149;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E115051;446;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E116429;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E116835;253;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E117401;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E121776;322;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E123101;261;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E125656;253;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E127272;453;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E127525;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E127957;404;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E128680;446;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E129769;455;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E131164;454;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E133961;461;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E136107;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E136234;462;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E136636;371;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E138482;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E139048;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E140982;444;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E141599;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E142250;452;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E143815;444;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E143510;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E144560;445;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E144830;445;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E143865;293;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E146346;445;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E147534;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E149326;252;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E150686;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E150707;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E150958;443;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E151154;233;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E153751;392;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E154447;401;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E157008;453;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E157405;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E158174;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E159370;453;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E159561;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E160371;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E161406;233;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E161478;454;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E163079;282;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E164312;321;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E167866;462;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E169287;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E169911;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E170772;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E171741;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E173409;444;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E175290;412;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E178925;445;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E180488;445;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E185467;262;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E185611;252;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E186604;452;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E188395;393;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E189254;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E190611;445;FALSE;GR-16;TRUE;ACME Western EU SE;Business Area C
E192520;445;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E192838;281;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E193021;444;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E198305;453;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E198532;445;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E198575;291;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E198593;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E200915;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E189864;445;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E201940;412;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E202693;392;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E204708;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E204939;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E205422;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E206993;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E211797;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E213384;351;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E214722;453;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E217437;301;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E218031;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E219487;452;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E210226;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E224149;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E224230;452;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E226568;454;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E227230;232;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E227956;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E227968;351;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E228380;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E228562;282;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E229713;452;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E230193;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E233470;452;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E233710;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E234449;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E234524;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E235176;442;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E235522;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E235879;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E235940;446;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E236035;446;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E237526;253;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E237608;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E237887;301;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E239039;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E240919;442;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E241171;281;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E242320;442;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E245107;301;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E245676;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E246514;452;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E246906;282;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E247955;221;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E248562;261;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E249035;453;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E250629;402;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E251594;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E252779;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E253462;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E254276;445;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E255514;412;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E256790;461;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E257278;452;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E259242;444;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E260827;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E263214;461;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E263309;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E263786;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E264861;462;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E263060;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E266863;411;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E267173;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E268289;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E269256;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E269680;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E269686;454;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E270365;253;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E274735;444;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E267994;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E275953;453;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E276110;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E277055;213;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E278377;455;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E280626;361;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E281773;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E282394;421;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E283347;450;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E285010;442;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E285019;462;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E286052;252;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E288088;452;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E289080;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E289304;433;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E274956;402;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E291730;422;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E292366;401;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E292860;450;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E293489;251;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E293618;262;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E295915;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E296088;402;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E289513;454;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E299670;432;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299671;411;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299672;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299673;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299674;444;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E299675;361;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299676;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299677;452;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E299678;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299679;455;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299680;450;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299681;452;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E299682;292;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299683;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299684;453;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E299685;443;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E299686;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299687;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299688;445;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E299689;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299690;444;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299691;411;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299692;433;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299693;446;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299694;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299695;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299696;452;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E299697;251;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299698;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299699;251;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299700;445;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299701;452;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299702;361;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299703;455;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299704;444;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299705;454;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299706;450;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E299707;351;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299708;450;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299709;446;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299710;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299711;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299712;443;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299713;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299714;453;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299715;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299716;452;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E299717;452;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299718;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299719;432;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299720;444;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299721;383;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299722;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299723;444;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E299724;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299725;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299726;442;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299727;452;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E299728;361;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299729;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299730;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299731;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299732;450;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E299733;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299734;442;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299735;444;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E299736;451;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299737;450;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299738;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299739;432;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E299740;252;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299741;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299742;402;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299743;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299744;461;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E299745;443;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299746;453;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E299747;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299748;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299749;452;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299750;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299751;291;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E299752;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299753;445;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area C
E299754;451;FALSE;GR-16;TRUE;ACME Western EU SE;Business Area C
E299755;453;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E299756;251;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E299757;445;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E299758;252;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299759;252;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299760;311;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299761;431;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299762;445;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299763;444;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E299764;461;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299765;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299766;450;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299767;442;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E299768;251;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299769;444;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299770;450;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299771;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299772;455;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299773;431;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E299774;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299775;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299776;453;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E299777;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299778;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299779;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299780;601;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E299781;292;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299782;432;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299783;252;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E299784;443;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
