SALESORDERID;CREATEDBY;CREATEDAT;CHANGEDBY;CHANGEDAT;FISCALYEARVARIANT;FISCALYEARPERIOD;NOTEID;PARTNERID;SALESORG;CURRENCY;GROSSAMOUNT;NETAMOUNT;TAXAMOUNT;LIFECYCLESTATUS;BILLINGSTATUS;DELIVERYSTATUS
200003702;3;20300316;3;20300319;K4;2030003;;100000008;EMEA;USD;2793;2443,88;349,13;I;I;I
200003703;4;20300318;4;20300323;K4;2030003;;100000019;APJ;USD;10296;9009;1287;I;I;I
200003704;1;20300321;1;20300324;K4;2030003;;100000004;AMER;USD;1378;1205,75;172,25;I;I;I
200003704;1;20300321;1;20300324;K4;2030003;;100000004;AMER;USD;38061;33303,38;4757,63;I;I;I
200003704;1;20300321;1;20300324;K4;2030003;;100000004;AMER;USD;44262;38729,25;5532,75;I;I;I
200003706;2;20300323;2;20300328;K4;2030003;;100000036;EMEA;USD;4490;3928,75;561,25;I;I;I
200003706;2;20300323;2;20300328;K4;2030003;;100000036;EMEA;USD;12488;10927;1561;I;I;I
200003709;6;20300323;6;20300325;K4;2030003;;100000027;EMEA;USD;7998;6998,25;999,75;I;I;I
200003710;2;20300326;2;20300330;K4;2030003;;100000037;EMEA;USD;6586;5762,75;823,25;I;I;I
200003710;2;20300326;2;20300330;K4;2030003;;100000037;EMEA;USD;44986;39362,75;5623,25;I;I;I
200003710;2;20300326;2;20300330;K4;2030003;;100000037;EMEA;USD;48586;42512,75;6073,25;I;I;I
200003711;4;20300328;4;20300402;K4;2030003;;100000018;APJ;USD;1347;1178,63;168,38;I;I;I
200003711;4;20300328;4;20300402;K4;2030003;;100000018;APJ;USD;22342;19549,25;2792,75;I;I;I
200003713;6;20300331;6;20300401;K4;2030003;;100000011;EMEA;USD;17493;15306,38;2186,63;I;I;I
200003713;6;20300331;6;20300401;K4;2030003;;100000011;EMEA;USD;23490;20553,75;2936,25;I;I;I
200003713;6;20300331;6;20300401;K4;2030003;;100000011;EMEA;USD;34740;30397,5;4342,5;I;I;I
200003714;7;20300331;7;20300401;K4;2030003;;100000001;AMER;USD;3675;3215,63;459,38;I;I;I
200003714;7;20300331;7;20300401;K4;2030003;;100000001;AMER;USD;32795;28695,63;4099,38;I;I;I
200003716;8;20300401;8;20300404;K4;2030004;;100000025;EMEA;USD;2598;2273,25;324,75;I;I;I
200003716;8;20300401;8;20300404;K4;2030004;;100000025;EMEA;USD;5798;5073,25;724,75;I;I;I
200003718;13;20300402;13;20300405;K4;2030004;;100000004;AMER;USD;7996;6996,5;999,5;I;I;I
200003718;13;20300402;13;20300405;K4;2030004;;100000004;AMER;USD;14801;12950,88;1850,13;I;I;I
200003719;8;20300402;8;20300404;K4;2030004;;100000008;EMEA;USD;798;698,25;99,75;I;I;I
200003721;14;20300404;14;20300406;K4;2030004;;100000034;AMER;USD;15190;13291,25;1898,75;I;I;I
200003723;2;20300406;2;20300411;K4;2030004;;100000025;EMEA;USD;39990;34991,25;4998,75;I;I;I
200003724;5;20300409;5;20300410;K4;2030004;;100000021;APJ;USD;7210;6308,75;901,25;I;I;I
200003724;5;20300409;5;20300410;K4;2030004;;100000021;APJ;USD;38257;33474,88;4782,13;I;I;I
200003726;2;20300410;2;20300411;K4;2030004;;100000009;EMEA;USD;50398;44098,25;6299,75;I;I;I
200003726;2;20300410;2;20300411;K4;2030004;;100000009;EMEA;USD;53120;46480;6640;I;I;I
200003727;2;20300411;2;20300412;K4;2030004;;100000035;EMEA;USD;799;699,13;99,88;I;I;I
200003729;1;20300415;1;20300420;K4;2030004;;100000002;AMER;USD;11994;10494,75;1499,25;I;I;I
200003730;8;20300418;8;20300421;K4;2030004;;100000035;EMEA;USD;30996;27121,5;3874,5;I;I;I
200003732;5;20300424;5;20300425;K4;2030004;;100000022;APJ;USD;5691;4979,63;711,38;I;I;I
200003733;8;20300427;8;20300428;K4;2030004;;100000037;EMEA;USD;22391;19592,13;2798,88;I;I;I
200003733;8;20300427;8;20300428;K4;2030004;;100000037;EMEA;USD;37482;32796,75;4685,25;I;I;I
200003735;8;20300503;8;20300506;K4;2030005;;100000009;EMEA;USD;90600;79275;11325;I;I;I
200003736;5;20300504;5;20300507;K4;2030005;;100000023;APJ;USD;57424;50246;7178;I;I;I
200003737;2;20300504;2;20300509;K4;2030005;;100000037;EMEA;USD;54123;47357,63;6765,38;I;I;I
200003739;7;20300504;7;20300507;K4;2030005;;100000004;AMER;USD;12536;10969;1567;I;I;I
200003739;7;20300504;7;20300507;K4;2030005;;100000004;AMER;USD;21519;18829,13;2689,88;I;I;I
200003740;13;20300505;13;20300510;K4;2030005;;100000031;AMER;USD;8393;7343,88;1049,13;I;I;I
200003742;2;20300505;2;20300507;K4;2030005;;100000010;EMEA;USD;30481;26670,88;3810,13;I;I;I
200003745;6;20300508;6;20300512;K4;2030005;;100000010;EMEA;USD;898;785,75;112,25;I;I;I
200003745;6;20300508;6;20300512;K4;2030005;;100000010;EMEA;USD;5896;5159;737;I;I;I
200003747;4;20300513;4;20300514;K4;2030005;;100000023;APJ;USD;5720;5005;715;I;I;I
200003748;9;20300513;9;20300515;K4;2030005;;100000034;AMER;USD;32871;28762,13;4108,88;I;I;I
200003749;11;20300513;11;20300515;K4;2030005;;100000033;AMER;USD;1794;1569,75;224,25;I;I;I
200003749;11;20300513;11;20300515;K4;2030005;;100000033;AMER;USD;24645;21564,38;3080,63;I;I;I
200003751;2;20300515;2;20300516;K4;2030005;;100000027;EMEA;USD;51590;45141,25;6448,75;I;I;I
200003752;8;20300515;8;20300520;K4;2030005;;100000007;EMEA;USD;18690;16353,75;2336,25;I;I;I
200003753;8;20300518;8;20300519;K4;2030005;;100000009;EMEA;USD;22491;19679,63;2811,38;I;I;I
200003753;8;20300518;8;20300519;K4;2030005;;100000009;EMEA;USD;24891;21779,63;3111,38;I;I;I
200003753;8;20300518;8;20300519;K4;2030005;;100000009;EMEA;USD;30481;26670,88;3810,13;I;I;I
200003754;9;20300518;9;20300522;K4;2030005;;100000001;AMER;USD;51982;45484,25;6497,75;I;I;I
200003756;2;20300521;2;20300523;K4;2030005;;100000037;EMEA;USD;69483;60797,63;8685,38;I;I;I
200003756;2;20300521;2;20300523;K4;2030005;;100000037;EMEA;USD;80329;70287,88;10041,13;I;I;I
200003758;4;20300527;4;20300530;K4;2030005;;100000016;APJ;USD;20250;17718,75;2531,25;I;I;I
200003761;8;20300605;8;20300609;K4;2030006;;100000012;EMEA;USD;17991;15742,13;2248,88;I;I;I
200003764;5;20300612;5;20300615;K4;2030006;;100000020;APJ;USD;5045;4414,38;630,63;I;I;I
200003765;2;20300612;2;20300613;K4;2030006;;100000008;EMEA;USD;28228;24699,5;3528,5;I;I;I
200003766;6;20300613;6;20300617;K4;2030006;;100000013;EMEA;USD;598;523,25;74,75;I;I;I
200003766;6;20300613;6;20300617;K4;2030006;;100000013;EMEA;USD;25169;22022,88;3146,13;I;I;I
200003766;6;20300613;6;20300617;K4;2030006;;100000013;EMEA;USD;55450;48518,75;6931,25;I;I;I
200003768;4;20300617;4;20300622;K4;2030006;;100000024;APJ;USD;15890;13903,75;1986,25;I;I;I
200003769;2;20300618;2;20300619;K4;2030006;;100000009;EMEA;USD;16900;14787,5;2112,5;I;I;I
200003771;8;20300624;8;20300628;K4;2030006;;100000025;EMEA;USD;7977;6979,88;997,13;I;I;I
200003771;8;20300624;8;20300628;K4;2030006;;100000025;EMEA;USD;17577;15379,88;2197,13;I;I;I
200003771;8;20300624;8;20300628;K4;2030006;;100000025;EMEA;USD;20370;17823,75;2546,25;I;I;I
200003772;3;20300626;3;20300628;K4;2030006;;100000025;EMEA;USD;57223;50070,13;7152,88;I;I;I
200003772;3;20300626;3;20300628;K4;2030006;;100000025;EMEA;USD;59945;52451,88;7493,13;I;I;I
200003773;12;20300626;12;20300630;K4;2030006;;100000003;AMER;USD;19652;17195,5;2456,5;I;I;I
200003773;12;20300626;12;20300630;K4;2030006;;100000003;AMER;USD;37453;32771,38;4681,63;I;I;I
200003774;5;20300629;5;20300703;K4;2030006;;100000015;APJ;USD;103469;90535,38;12933,63;I;I;I
200003775;8;20300629;8;20300701;K4;2030006;;100000013;EMEA;USD;57477;50292,38;7184,63;I;I;I
200003776;1;20300701;1;20300703;K4;2030007;;100000032;AMER;USD;50435;44130,63;6304,38;I;I;I
200003776;1;20300701;1;20300703;K4;2030007;;100000032;AMER;USD;70322;61531,75;8790,25;I;I;I
200003778;6;20300705;6;20300709;K4;2030007;;100000038;EMEA;USD;55439;48509,13;6929,88;I;I;I
200003779;8;20300706;8;20300709;K4;2030007;;100000037;EMEA;USD;3800;3325;475;I;I;I
200003779;8;20300706;8;20300709;K4;2030007;;100000037;EMEA;USD;24677;21592,38;3084,63;I;I;I
200003780;8;20300709;8;20300712;K4;2030007;;100000027;EMEA;USD;8790;7691,25;1098,75;I;I;I
200003782;8;20300711;8;20300715;K4;2030007;;100000025;EMEA;USD;2250;1968,75;281,25;I;I;I
200003783;11;20300712;11;20300716;K4;2030007;;100000030;AMER;USD;117811;103084,63;14726,38;I;I;I
200003784;5;20300712;5;20300717;K4;2030007;;100000016;APJ;USD;81682;71471,75;10210,25;I;I;I
200003785;8;20300714;8;20300715;K4;2030007;;100000008;EMEA;USD;4998;4373,25;624,75;I;I;I
200003785;8;20300714;8;20300715;K4;2030007;;100000008;EMEA;USD;88098;77085,75;11012,25;I;I;I
200003787;14;20300717;14;20300720;K4;2030007;;100000002;AMER;USD;5196;4546,5;649,5;I;I;I
200003788;7;20300718;7;20300719;K4;2030007;;100000000;AMER;USD;16184;14161;2023;I;I;I
200003789;6;20300718;6;20300722;K4;2030007;;100000010;EMEA;USD;24898;21785,75;3112,25;I;I;I
200003791;5;20300724;5;20300729;K4;2030007;;100000019;APJ;USD;35745;31276,88;4468,13;I;I;I
200003792;8;20300726;8;20300727;K4;2030007;;100000012;EMEA;USD;29920;26180;3740;I;I;I
200003793;10;20300728;10;20300801;K4;2030007;;100000002;AMER;USD;67997;59497,38;8499,63;I;I;I
200003795;9;20300731;9;20300804;K4;2030007;;100000031;AMER;USD;3097;2709,88;387,13;I;I;I
200003797;2;20300805;2;20300806;K4;2030008;;100000026;EMEA;USD;28678;25093,25;3584,75;I;I;I
200003798;4;20300806;4;20300810;K4;2030008;;100000020;APJ;USD;39592;34643;4949;I;I;I
200003798;4;20300806;4;20300810;K4;2030008;;100000020;APJ;USD;78582;68759,25;9822,75;I;I;I
200003799;1;20300806;1;20300807;K4;2030008;;100000002;AMER;USD;50210;43933,75;6276,25;I;I;I
200003801;6;20300807;6;20300812;K4;2030008;;100000006;EMEA;USD;33600;29400;4200;I;I;I
200003802;8;20300807;8;20300809;K4;2030008;;100000013;EMEA;USD;6285;5499,38;785,63;I;I;I
200003804;9;20300810;9;20300811;K4;2030008;;100000002;AMER;USD;2288;2002;286;I;I;I
200003805;4;20300810;4;20300813;K4;2030008;;100000018;APJ;USD;16598;14523,25;2074,75;I;I;I
200003806;2;20300810;2;20300814;K4;2030008;;100000005;EMEA;USD;9152;8008;1144;I;I;I
200003806;2;20300810;2;20300814;K4;2030008;;100000005;EMEA;USD;54914;48049,75;6864,25;I;I;I
200003807;4;20300812;4;20300813;K4;2030008;;100000016;APJ;USD;27991;24492,13;3498,88;I;I;I
200003807;4;20300812;4;20300813;K4;2030008;;100000016;APJ;USD;55583;48635,13;6947,88;I;I;I
200003808;8;20300813;8;20300814;K4;2030008;;100000010;EMEA;USD;24990;21866,25;3123,75;I;I;I
200003810;8;20300815;8;20300818;K4;2030008;;100000038;EMEA;USD;2397;2097,38;299,63;I;I;I
200003811;14;20300815;14;20300817;K4;2030008;;100000001;AMER;USD;27993;24493,88;3499,13;I;I;I
200003813;6;20300818;6;20300822;K4;2030008;;100000013;EMEA;USD;72283;63247,63;9035,38;I;I;I
200003815;4;20300823;4;20300827;K4;2030008;;100000024;APJ;USD;3919;3429,13;489,88;I;I;I
200003816;4;20300825;4;20300828;K4;2030008;;100000016;APJ;USD;29789;26065,38;3723,63;I;I;I
200003818;14;20300828;14;20300831;K4;2030008;;100000033;AMER;USD;2998;2623,25;374,75;I;I;I
200003820;9;20300830;9;20300831;K4;2030008;;100000030;AMER;USD;44991;39367,13;5623,88;I;I;I
200003821;9;20300830;9;20300904;K4;2030008;;100000031;AMER;USD;85291;74629,63;10661,38;I;I;I
200003822;6;20300902;6;20300907;K4;2030009;;100000013;EMEA;USD;3320;2905;415;I;I;I
200003823;14;20300902;14;20300904;K4;2030009;;100000003;AMER;USD;23346;20427,75;2918,25;I;I;I
200003824;1;20300904;1;20300905;K4;2030009;;100000000;AMER;USD;5592;4893;699;I;I;I
200003825;3;20300907;3;20300911;K4;2030009;;100000006;EMEA;USD;5195;4545,63;649,38;I;I;I
200003827;2;20300912;2;20300914;K4;2030009;;100000006;EMEA;USD;16997;14872,38;2124,63;I;I;I
200003828;5;20300914;5;20300919;K4;2030009;;100000017;APJ;USD;61300;53637,5;7662,5;I;I;I
200003828;5;20300914;5;20300919;K4;2030009;;100000017;APJ;USD;75537;66094,88;9442,13;I;I;I
200003829;4;20300915;4;20300919;K4;2030009;;100000022;APJ;USD;35923;31432,63;4490,38;I;I;I
200003831;4;20300920;4;20300921;K4;2030009;;100000015;APJ;USD;18000;15750;2250;I;I;I
200003831;4;20300920;4;20300921;K4;2030009;;100000015;APJ;USD;67828;59349,5;8478,5;I;I;I
200003833;5;20300926;5;20300927;K4;2030009;;100000016;APJ;USD;39992;34993;4999;I;I;I
200003834;3;20300928;3;20300929;K4;2030009;;100000027;EMEA;USD;24990;21866,25;3123,75;I;I;I
200003834;3;20300928;3;20300929;K4;2030009;;100000027;EMEA;USD;99981;87483,38;12497,63;I;I;I
200003834;3;20300928;3;20300929;K4;2030009;;100000027;EMEA;USD;104979;91856,63;13122,38;I;I;I
200003836;5;20300929;5;20301003;K4;2030009;;100000020;APJ;USD;11440;10010;1430;I;I;I
200003836;5;20300929;5;20301003;K4;2030009;;100000020;APJ;USD;52111;45597,13;6513,88;I;I;I
200003837;2;20301001;2;20301003;K4;2030010;;100000035;EMEA;USD;17444;15263,5;2180,5;I;I;I
200003837;2;20301001;2;20301003;K4;2030010;;100000035;EMEA;USD;43367;37946,13;5420,88;I;I;I
200003839;6;20301004;6;20301005;K4;2030010;;100000010;EMEA;USD;5196;4546,5;649,5;I;I;I
200003839;6;20301004;6;20301005;K4;2030010;;100000010;EMEA;USD;16446;14390,25;2055,75;I;I;I
200003840;8;20301004;8;20301006;K4;2030010;;100000038;EMEA;USD;2800;2450;350;I;I;I
200003840;8;20301004;8;20301006;K4;2030010;;100000038;EMEA;USD;41596;36396,5;5199,5;I;I;I
200003842;6;20301008;6;20301009;K4;2030010;;100000009;EMEA;USD;10800;9450;1350;I;I;I
200003843;5;20301009;5;20301014;K4;2030010;;100000023;APJ;USD;13498;11810,75;1687,25;I;I;I
200003844;6;20301012;6;20301017;K4;2030010;;100000037;EMEA;USD;34141;29873,38;4267,63;I;I;I
200003846;5;20301013;5;20301015;K4;2030010;;100000018;APJ;USD;3591;3142,13;448,88;I;I;I
200003847;3;20301015;3;20301019;K4;2030010;;100000007;EMEA;USD;1200;1050;150;I;I;I
200003848;2;20301018;2;20301023;K4;2030010;;100000006;EMEA;USD;30000;26250;3750;I;I;I
200003848;2;20301018;2;20301023;K4;2030010;;100000006;EMEA;USD;85175;74528,13;10646,88;I;I;I
200003849;13;20301021;13;20301025;K4;2030010;;100000032;AMER;USD;19995;17495,63;2499,38;I;I;I
200003850;3;20301022;3;20301023;K4;2030010;;100000014;EMEA;USD;6788;5939,5;848,5;I;I;I
200003851;5;20301022;5;20301023;K4;2030010;;100000019;APJ;USD;35991;31492,13;4498,88;I;I;I
200003851;5;20301022;5;20301023;K4;2030010;;100000019;APJ;USD;86983;76110,13;10872,88;I;I;I
200003852;8;20301022;8;20301027;K4;2030010;;100000006;EMEA;USD;81364;71193,5;10170,5;I;I;I
200003853;2;20301023;2;20301026;K4;2030010;;100000029;EMEA;USD;10090;8828,75;1261,25;I;I;I
200003854;6;20301026;6;20301027;K4;2030010;;100000029;EMEA;USD;22995;20120,63;2874,38;I;I;I
200003855;14;20301029;14;20301101;K4;2030010;;100000002;AMER;USD;24996;21871,5;3124,5;I;I;I
200003857;2;20301030;2;20301104;K4;2030010;;100000009;EMEA;USD;14385;12586,88;1798,13;I;I;I
200003859;2;20301102;2;20301103;K4;2030011;;100000028;EMEA;USD;17493;15306,38;2186,63;I;I;I
200003861;7;20301106;7;20301109;K4;2030011;;100000000;AMER;USD;2598;2273,25;324,75;I;I;I
200003862;12;20301108;12;20301113;K4;2030011;;100000000;AMER;USD;7200;6300;900;I;I;I
200003863;8;20301108;8;20301111;K4;2030011;;100000007;EMEA;USD;37580;32882,5;4697,5;I;I;I
200003864;4;20301111;4;20301114;K4;2030011;;100000018;APJ;USD;15715;13750,63;1964,38;I;I;I
200003865;5;20301111;5;20301116;K4;2030011;;100000022;APJ;USD;27399;23974,13;3424,88;I;I;I
200003866;5;20301111;5;20301116;K4;2030011;;100000015;APJ;USD;3600;3150;450;I;I;I
200003867;8;20301113;8;20301118;K4;2030011;;100000029;EMEA;USD;39183;34285,13;4897,88;I;I;I
200003868;5;20301116;5;20301121;K4;2030011;;100000021;APJ;USD;43731;38264,63;5466,38;I;I;I
200003869;8;20301116;8;20301118;K4;2030011;;100000009;EMEA;USD;17885;15649,38;2235,63;I;I;I
200003869;8;20301116;8;20301118;K4;2030011;;100000009;EMEA;USD;24809;21707,88;3101,13;I;I;I
200003871;6;20301119;6;20301124;K4;2030011;;100000039;EMEA;USD;15750;13781,25;1968,75;I;I;I
200003871;6;20301119;6;20301124;K4;2030011;;100000039;EMEA;USD;56300;49262,5;7037,5;I;I;I
200003872;8;20301120;8;20301122;K4;2030011;;100000027;EMEA;USD;3432;3003;429;I;I;I
200003872;8;20301120;8;20301122;K4;2030011;;100000027;EMEA;USD;38425;33621,88;4803,13;I;I;I
200003872;8;20301120;8;20301122;K4;2030011;;100000027;EMEA;USD;52815;46213,13;6601,88;I;I;I
200003873;3;20301121;3;20301126;K4;2030011;;100000011;EMEA;USD;3605;3154,38;450,63;I;I;I
200003874;6;20301121;6;20301123;K4;2030011;;100000028;EMEA;USD;9527;8336,13;1190,88;I;I;I
200003874;6;20301121;6;20301123;K4;2030011;;100000028;EMEA;USD;20024;17521;2503;I;I;I
200003874;6;20301121;6;20301123;K4;2030011;;100000028;EMEA;USD;44024;38521;5503;I;I;I
200003875;10;20301124;10;20301128;K4;2030011;;100000031;AMER;USD;40981;35858,38;5122,63;I;I;I
200003876;4;20301127;4;20301128;K4;2030011;;100000022;APJ;USD;525;459,38;65,63;I;I;I
200003877;6;20301129;6;20301204;K4;2030011;;100000027;EMEA;USD;31495;27558,13;3936,88;I;I;I
200003878;13;20301129;13;20301202;K4;2030011;;100000003;AMER;USD;14966;13095,25;1870,75;I;I;I
200003879;5;20301130;5;20301201;K4;2030011;;100000018;APJ;USD;6796;5946,5;849,5;I;I;I
200003879;5;20301130;5;20301201;K4;2030011;;100000018;APJ;USD;15994;13994,75;1999,25;I;I;I
200003879;5;20301130;5;20301201;K4;2030011;;100000018;APJ;USD;19891;17404,63;2486,38;I;I;I
200003879;5;20301130;5;20301201;K4;2030011;;100000018;APJ;USD;21391;18717,13;2673,88;I;I;I
200003880;13;20301130;13;20301203;K4;2030011;;100000034;AMER;USD;22491;19679,63;2811,38;I;I;I
200003880;13;20301130;13;20301203;K4;2030011;;100000034;AMER;USD;61279;53619,13;7659,88;I;I;I
200003881;8;20301201;8;20301203;K4;2030012;;100000025;EMEA;USD;35865;31381,88;4483,13;I;I;I
200003881;8;20301201;8;20301203;K4;2030012;;100000025;EMEA;USD;50859;44501,63;6357,38;I;I;I
200003883;2;20301204;2;20301208;K4;2030012;;100000007;EMEA;USD;2093;1831,38;261,63;I;I;I
200003884;1;20301205;1;20301209;K4;2030012;;100000004;AMER;USD;11940;10447,5;1492,5;I;I;I
200003885;5;20301208;5;20301213;K4;2030012;;100000019;APJ;USD;17688;15477;2211;I;I;I
200003885;5;20301208;5;20301213;K4;2030012;;100000019;APJ;USD;19066;16682,75;2383,25;I;I;I
200003886;10;20301210;10;20301211;K4;2030012;;100000033;AMER;USD;8752;7658;1094;I;I;I
200003888;4;20301215;4;20301217;K4;2030012;;100000019;APJ;USD;42992;37618;5374;I;I;I
200003888;4;20301215;4;20301217;K4;2030012;;100000019;APJ;USD;112750;98656,25;14093,75;I;I;I
200003889;2;20301218;2;20301219;K4;2030012;;100000037;EMEA;USD;1449;1267,88;181,13;I;I;I
200003890;2;20301219;2;20301221;K4;2030012;;100000039;EMEA;USD;38096;33334;4762;I;I;I
200003891;5;20301221;5;20301222;K4;2030012;;100000018;APJ;USD;50826;44472,75;6353,25;I;I;I
200003894;3;20301225;3;20301226;K4;2030012;;100000010;EMEA;USD;17090;14953,75;2136,25;I;I;I
200003895;6;20301226;6;20301229;K4;2030012;;100000010;EMEA;USD;898;785,75;112,25;I;I;I
200003895;6;20301226;6;20301229;K4;2030012;;100000010;EMEA;USD;4494;3932,25;561,75;I;I;I
200003897;2;20301231;2;20310102;K4;2030012;;100000013;EMEA;USD;30890;27028,75;3861,25;I;I;I
200003897;2;20301231;2;20310102;K4;2030012;;100000013;EMEA;USD;49931;43689,63;6241,38;I;I;I
200003900;2;20310104;2;20310108;K4;2031001;;100000036;EMEA;USD;6890;6028,75;861,25;I;I;I
200003902;12;20310109;12;20310113;K4;2031001;;100000033;AMER;USD;25341;22173,38;3167,63;I;I;I
200003903;3;20310109;3;20310114;K4;2031001;;100000011;EMEA;USD;7497;6559,88;937,13;I;I;I
200003904;10;20310110;10;20310113;K4;2031001;;100000000;AMER;USD;2400;2100;300;I;I;I
200003904;10;20310110;10;20310113;K4;2031001;;100000000;AMER;USD;32586;28512,75;4073,25;I;I;I
200003905;8;20310110;8;20310115;K4;2031001;;100000009;EMEA;USD;19992;17493;2499;I;I;I
200003906;4;20310110;4;20310112;K4;2031001;;100000015;APJ;USD;88132;77115,5;11016,5;I;I;I
200003908;4;20310116;4;20310121;K4;2031001;;100000018;APJ;USD;15498;13560,75;1937,25;I;I;I
200003910;6;20310120;6;20310123;K4;2031001;;100000037;EMEA;USD;1992;1743;249;I;I;I
200003910;6;20310120;6;20310123;K4;2031001;;100000037;EMEA;USD;40392;35343;5049;I;I;I
200003913;8;20310126;8;20310128;K4;2031001;;100000026;EMEA;USD;13544;11851;1693;I;I;I
200003913;8;20310126;8;20310128;K4;2031001;;100000026;EMEA;USD;52037;45532,38;6504,63;I;I;I
200003915;2;20310127;2;20310130;K4;2031001;;100000006;EMEA;USD;14728;12887;1841;I;I;I
200003916;5;20310129;5;20310130;K4;2031001;;100000020;APJ;USD;15996;13996,5;1999,5;I;I;I
200003917;5;20310129;5;20310201;K4;2031001;;100000015;APJ;USD;9243;8087,63;1155,38;I;I;I
200003917;5;20310129;5;20310201;K4;2031001;;100000015;APJ;USD;10442;9136,75;1305,25;I;I;I
200003919;2;20310201;2;20310206;K4;2031002;;100000039;EMEA;USD;79984;69986;9998;I;I;I
200003920;1;20310201;1;20310205;K4;2031002;;100000000;AMER;USD;44283;38747,63;5535,38;I;I;I
200003921;6;20310202;6;20310205;K4;2031002;;100000006;EMEA;USD;14792;12943;1849;I;I;I
200003923;5;20310205;5;20310208;K4;2031002;;100000023;APJ;USD;10889;9527,88;1361,13;I;I;I
200003925;5;20310211;5;20310216;K4;2031002;;100000017;APJ;USD;12000;10500;1500;I;I;I
200003925;5;20310211;5;20310216;K4;2031002;;100000017;APJ;USD;15196;13296,5;1899,5;I;I;I
200003925;5;20310211;5;20310216;K4;2031002;;100000017;APJ;USD;42080;36820;5260;I;I;I
200003926;5;20310212;5;20310217;K4;2031002;;100000018;APJ;USD;13993;12243,88;1749,13;I;I;I
200003929;2;20310215;2;20310217;K4;2031002;;100000037;EMEA;USD;6790;5941,25;848,75;I;I;I
200003929;2;20310215;2;20310217;K4;2031002;;100000037;EMEA;USD;8040;7035;1005;I;I;I
200003931;3;20310217;3;20310220;K4;2031002;;100000039;EMEA;USD;12181;10658,38;1522,63;I;I;I
200003932;4;20310217;4;20310218;K4;2031002;;100000017;APJ;USD;21893;19156,38;2736,63;I;I;I
200003932;4;20310217;4;20310218;K4;2031002;;100000017;APJ;USD;72929;63812,88;9116,13;I;I;I
200003934;8;20310220;8;20310221;K4;2031002;;100000007;EMEA;USD;32193;28168,88;4024,13;I;I;I
200003934;8;20310220;8;20310221;K4;2031002;;100000007;EMEA;USD;72865;63756,88;9108,13;I;I;I
200003937;6;20310225;6;20310301;K4;2031002;;100000039;EMEA;USD;21480;18795;2685;I;I;I
200003938;14;20310226;14;20310301;K4;2031002;;100000000;AMER;USD;22491;19679,63;2811,38;I;I;I
200003938;14;20310226;14;20310301;K4;2031002;;100000000;AMER;USD;42977;37604,88;5372,13;I;I;I
200003939;12;20310228;12;20310301;K4;2031002;;100000003;AMER;USD;57550;50356,25;7193,75;I;I;I
200003940;8;20310303;8;20310304;K4;2031003;;100000012;EMEA;USD;5768;5047;721;I;I;I
200003941;8;20310305;8;20310307;K4;2031003;;100000014;EMEA;USD;1494;1307,25;186,75;I;I;I
200003941;8;20310305;8;20310307;K4;2031003;;100000014;EMEA;USD;62660;54827,5;7832,5;I;I;I
200003942;11;20310308;11;20310310;K4;2031003;;100000000;AMER;USD;37786;33062,75;4723,25;I;I;I
200003942;11;20310308;11;20310310;K4;2031003;;100000000;AMER;USD;63680;55720;7960;I;I;I
200003944;4;20310309;4;20310310;K4;2031003;;100000015;APJ;USD;4823;4220,13;602,88;I;I;I
200003945;8;20310310;8;20310311;K4;2031003;;100000013;EMEA;USD;8393;7343,88;1049,13;I;I;I
200003945;8;20310310;8;20310311;K4;2031003;;100000013;EMEA;USD;13118;11478,25;1639,75;I;I;I
200003946;8;20310313;8;20310315;K4;2031003;;100000037;EMEA;USD;9600;8400;1200;I;I;I
200003947;3;20310316;3;20310319;K4;2031003;;100000014;EMEA;USD;41193;36043,88;5149,13;I;I;I
200003948;5;20310319;5;20310320;K4;2031003;;100000024;APJ;USD;30313;26523,88;3789,13;I;I;I
200003950;14;20310323;14;20310327;K4;2031003;;100000034;AMER;USD;33995;29745,63;4249,38;I;I;I
200003951;6;20310324;6;20310329;K4;2031003;;100000011;EMEA;USD;18461;16153,38;2307,63;I;I;I
200003952;10;20310326;10;20310330;K4;2031003;;100000030;AMER;USD;23700;20737,5;2962,5;I;I;I
200003952;10;20310326;10;20310330;K4;2031003;;100000030;AMER;USD;62190;54416,25;7773,75;I;I;I
200003954;4;20310327;4;20310328;K4;2031003;;100000023;APJ;USD;6000;5250;750;I;I;I
200003956;3;20310329;3;20310403;K4;2031003;;100000012;EMEA;USD;13500;11812,5;1687,5;I;I;I
200003956;3;20310329;3;20310403;K4;2031003;;100000012;EMEA;USD;76586;67012,75;9573,25;I;I;I
200003958;9;20310402;9;20310407;K4;2031004;;100000001;AMER;USD;5768;5047;721;I;I;I
200003958;9;20310402;9;20310407;K4;2031004;;100000001;AMER;USD;8165;7144,38;1020,63;I;I;I
200003959;5;20310405;5;20310409;K4;2031004;;100000022;APJ;USD;1050;918,75;131,25;I;I;I
200003959;5;20310405;5;20310409;K4;2031004;;100000022;APJ;USD;2397;2097,38;299,63;I;I;I
200003959;5;20310405;5;20310409;K4;2031004;;100000022;APJ;USD;4560;3990;570;I;I;I
200003960;2;20310408;2;20310413;K4;2031004;;100000029;EMEA;USD;34196;29921,5;4274,5;I;I;I
200003962;2;20310411;2;20310412;K4;2031004;;100000027;EMEA;USD;16391;14342,13;2048,88;X;X;X
