SALESORDERID;SALESORDERITEM;PRODUCTID;NOTEID;CURRENCY;GROSSAMOUNT;NETAMOUNT;TAXAMOUNT;ITEMATPSTATUS;OPITEMPOS;QUANTITY;QUANTITYUNIT;DELIVERYDATE
200004854;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;7;EA;20350209
200004855;10;MZ-FG-C10;;USD;1200;1050;150;I;;9;EA;20350118
200004855;20;M-01;;USD;319;279,13;39,88;I;;9;EA;20350118
200004855;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;3;EA;20350118
200004856;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;4;EA;20350128
200004857;10;MZ-FG-C990;;USD;721;630,88;90,13;I;;7;EA;20350216
200004858;10;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;7;EA;20350216
200004859;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;9;EA;20350213
200004859;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;9;EA;20350213
200004859;30;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;6;EA;20350213
200004859;40;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;4;EA;20350213
200004860;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;5;EA;20350122
200004861;10;FG226;;USD;299;261,63;37,38;I;;10;EA;20350125
200004861;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;5;EA;20350125
200004861;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;1;EA;20350125
200004861;40;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;9;EA;20350125
200004861;50;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;2;EA;20350125
200004861;60;MZ-TG-Y200;;USD;399;349,13;49,88;I;;1;EA;20350125
200004862;10;MZ-FG-C990;;USD;721;630,88;90,13;I;;7;EA;20350131
200004862;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;9;EA;20350131
200004862;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;6;EA;20350131
200004862;40;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;9;EA;20350131
200004862;50;MZ-FG-E103;;USD;449;392,88;56,13;I;;5;EA;20350131
200004863;10;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;4;EA;20350201
200004863;20;FG226;;USD;299;261,63;37,38;I;;5;EA;20350201
200004863;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;2;EA;20350201
200004863;40;MZ-FG-C990;;USD;721;630,88;90,13;I;;10;EA;20350201
200004864;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;10;EA;20350205
200004864;20;MZ-TG-Y240;;USD;400;350;50;I;;9;EA;20350205
200004865;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;10;EA;20350302
200004865;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;6;EA;20350302
200004865;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;4;EA;20350302
200004865;40;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;8;EA;20350302
200004865;50;MZ-FG-E101;;USD;249;217,88;31,13;I;;10;EA;20350302
200004865;60;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;7;EA;20350302
200004866;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;8;EA;20350220
200004866;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;1;EA;20350220
200004866;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;1;EA;20350220
200004866;40;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;5;EA;20350220
200004866;50;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;5;EA;20350220
200004867;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;1;EA;20350301
200004868;10;MZ-FG-E102;;USD;399;349,13;49,88;I;;6;EA;20350217
200004869;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;9;EA;20350211
200004869;20;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;1;EA;20350211
200004870;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;5;EA;20350222
200004870;20;MZ-TG-Y200;;USD;399;349,13;49,88;I;;5;EA;20350222
200004870;30;MZ-FG-C10;;USD;1200;1050;150;I;;10;EA;20350222
200004870;40;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;8;EA;20350222
200004870;50;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;10;EA;20350222
200004871;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;9;EA;20350309
200004871;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;4;EA;20350309
200004871;30;MZ-FG-C900;;USD;525;459,38;65,63;I;;3;EA;20350309
200004871;40;TG11;;USD;3000;2625;375;I;;1;EA;20350309
200004871;50;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;5;EA;20350309
200004871;60;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;5;EA;20350309
200004872;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;7;EA;20350225
200004872;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;2;EA;20350225
200004873;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20350226
200004873;20;MZ-FG-C10;;USD;1200;1050;150;I;;10;EA;20350226
200004874;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;3;EA;20350308
200004875;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;4;EA;20350220
200004875;20;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;4;EA;20350220
200004875;30;MZ-FG-C10;;USD;1200;1050;150;I;;9;EA;20350220
200004875;40;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;9;EA;20350220
200004875;50;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;7;EA;20350220
200004876;10;CM-FL-V00;;USD;799;699,13;99,88;I;;10;EA;20350226
200004876;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;6;EA;20350226
200004876;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;7;EA;20350226
200004876;40;FG226;;USD;299;261,63;37,38;I;;9;EA;20350226
200004877;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;5;EA;20350304
200004878;10;M1;;USD;1144;1001;143;I;;2;EA;20360112
200004878;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;9;EA;20360112
200004878;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;2;EA;20360112
200004878;40;MZ-TG-SR01;;USD;4800;4200;600;I;;1;EA;20360112
200004878;50;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;8;EA;20360112
200004878;60;MZ-TG-SR01;;USD;4800;4200;600;I;;5;EA;20360112
200004879;10;MZ-FG-C990;;USD;721;630,88;90,13;I;;2;EA;20350303
200004879;20;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;8;EA;20350303
200004879;30;MZ-FG-C21;;USD;649;567,88;81,13;I;;6;EA;20350303
200004879;40;FG226;;USD;299;261,63;37,38;I;;4;EA;20350303
200004880;10;MZ-FG-E102;;USD;399;349,13;49,88;I;;5;EA;20350310
200004881;10;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;4;EA;20350330
200004881;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;10;EA;20350330
200004882;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;4;EA;20350310
200004882;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;6;EA;20350310
200004882;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;10;EA;20350310
200004882;40;M1;;USD;1144;1001;143;I;;2;EA;20350310
200004882;50;MZ-FG-E101;;USD;249;217,88;31,13;I;;3;EA;20350310
200004882;60;MZ-TG-SR01;;USD;4800;4200;600;I;;4;EA;20350310
200004883;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;7;EA;20350402
200004883;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;5;EA;20350402
200004884;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;9;EA;20350328
200004884;20;MZ-FG-C10;;USD;1200;1050;150;I;;10;EA;20350328
200004884;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20350328
200004884;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;1;EA;20350328
200004885;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;3;EA;20350317
200004885;20;M-01;;USD;319;279,13;39,88;I;;8;EA;20350317
200004885;30;MZ-TG-SR01;;USD;4800;4200;600;I;;9;EA;20350317
200004885;40;MZ-TG-Y240;;USD;400;350;50;I;;9;EA;20350317
200004886;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;5;EA;20350323
200004886;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;1;EA;20350323
200004886;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;4;EA;20350323
200004886;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;2;EA;20350323
200004886;50;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;5;EA;20350323
200004886;60;MZ-TG-Y240;;USD;400;350;50;I;;8;EA;20350323
200004887;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;3;EA;20350328
200004887;20;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;3;EA;20350328
200004887;30;MZ-TG-SR01;;USD;4800;4200;600;I;;1;EA;20350328
200004887;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;9;EA;20350328
200004887;50;TG11;;USD;3000;2625;375;I;;3;EA;20350328
200004887;60;MZ-TG-Y240;;USD;400;350;50;I;;4;EA;20350328
200004888;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;4;EA;20350407
200004888;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;7;EA;20350407
200004888;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;8;EA;20350407
200004888;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;2;EA;20350407
200004888;50;MZ-FG-C21;;USD;649;567,88;81,13;I;;8;EA;20350407
200004889;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;8;EA;20350409
200004889;20;CM-FL-V00;;USD;799;699,13;99,88;I;;3;EA;20350409
200004890;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;7;EA;20350323
200004890;20;MZ-TG-Y200;;USD;399;349,13;49,88;I;;4;EA;20350323
200004891;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;9;EA;20350324
200004891;20;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;4;EA;20350324
200004892;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;5;EA;20350412
200004893;10;MZ-TG-SR01;;USD;4800;4200;600;I;;6;EA;20350411
200004894;10;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;4;EA;20350329
200004894;20;M1;;USD;1144;1001;143;I;;7;EA;20350329
200004894;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;9;EA;20350329
200004895;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;1;EA;20350419
200004895;20;M-01;;USD;319;279,13;39,88;I;;2;EA;20350419
200004895;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;7;EA;20350419
200004895;40;MZ-TG-Y200;;USD;399;349,13;49,88;I;;8;EA;20350419
200004895;50;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;9;EA;20350419
200004895;60;M1;;USD;1144;1001;143;I;;10;EA;20350419
200004896;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;7;EA;20350429
200004896;20;MZ-FG-E102;;USD;399;349,13;49,88;I;;6;EA;20350429
200004896;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;7;EA;20350429
200004896;40;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;10;EA;20350429
200004897;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20350417
200004897;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;4;EA;20350417
200004897;30;MZ-FG-C990;;USD;721;630,88;90,13;I;;4;EA;20350417
200004898;10;TG11;;USD;3000;2625;375;I;;8;EA;20350409
200004898;20;TG11;;USD;3000;2625;375;I;;4;EA;20350409
200004898;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;9;EA;20350409
200004898;40;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;1;EA;20350409
200004898;50;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;6;EA;20350409
200004898;60;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;6;EA;20350409
200004899;10;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;10;EA;20350422
200004899;20;MZ-FG-E101;;USD;249;217,88;31,13;I;;1;EA;20350422
200004899;30;CM-FL-V00;;USD;799;699,13;99,88;I;;7;EA;20350422
200004899;40;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;10;EA;20350422
200004899;50;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;3;EA;20350422
200004899;60;MZ-FG-E102;;USD;399;349,13;49,88;I;;1;EA;20350422
200004900;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;6;EA;20350410
200004900;20;MZ-FG-E101;;USD;249;217,88;31,13;I;;5;EA;20350410
200004901;10;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;3;EA;20350425
200004901;20;MZ-TG-Y200;;USD;399;349,13;49,88;I;;6;EA;20350425
200004901;30;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;1;EA;20350425
200004901;40;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;5;EA;20350425
200004901;50;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;1;EA;20350425
200004901;60;FG226;;USD;299;261,63;37,38;I;;8;EA;20350425
200004902;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;8;EA;20350427
200004902;20;MZ-FG-C950;;USD;689;602,88;86,13;I;;5;EA;20350427
200004902;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;4;EA;20350427
200004902;40;FG226;;USD;299;261,63;37,38;I;;3;EA;20350427
200004902;50;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;9;EA;20350427
200004902;60;MZ-FG-E101;;USD;249;217,88;31,13;I;;6;EA;20350427
200004903;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;9;EA;20350513
200004903;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;1;EA;20350513
200004903;30;MZ-TG-SR01;;USD;4800;4200;600;I;;7;EA;20350513
200004904;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;2;EA;20360112
200004904;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;1;EA;20360112
200004904;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;9;EA;20360112
200004905;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;2;EA;20350418
200004905;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;9;EA;20350418
200004905;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;7;EA;20350418
200004906;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;4;EA;20350518
200004907;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;2;EA;20350501
200004907;20;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;4;EA;20350501
200004907;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;8;EA;20350501
200004907;40;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;6;EA;20350501
200004908;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;1;EA;20350525
200004908;20;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;4;EA;20350525
200004908;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;8;EA;20350525
200004909;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;3;EA;20350522
200004909;20;MZ-TG-Y240;;USD;400;350;50;I;;8;EA;20350522
200004909;30;M1;;USD;1144;1001;143;I;;8;EA;20350522
200004910;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;8;EA;20350503
200004910;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;5;EA;20350503
200004911;10;MZ-FG-C990;;USD;721;630,88;90,13;I;;4;EA;20350513
200004912;10;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;2;EA;20350428
200004912;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;1;EA;20350428
200004912;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;3;EA;20350428
200004912;40;TG11;;USD;3000;2625;375;I;;9;EA;20350428
200004912;50;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;8;EA;20350428
200004912;60;MZ-FG-C21;;USD;649;567,88;81,13;I;;3;EA;20350428
200004913;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;9;EA;20350516
200004913;20;M-01;;USD;319;279,13;39,88;I;;4;EA;20350516
200004913;30;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;4;EA;20350516
200004913;40;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;4;EA;20350516
200004913;50;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;4;EA;20350516
200004914;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;10;EA;20350523
200004914;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;1;EA;20350523
200004914;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;2;EA;20350523
200004914;40;MZ-FG-C10;;USD;1200;1050;150;I;;7;EA;20350523
200004914;50;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;1;EA;20350523
200004915;10;MZ-FG-C10;;USD;1200;1050;150;I;;1;EA;20350525
200004915;20;MZ-FG-C10;;USD;1200;1050;150;I;;3;EA;20350525
200004915;30;MZ-TG-SR01;;USD;4800;4200;600;I;;5;EA;20350525
200004915;40;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;6;EA;20350525
200004916;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;5;EA;20350527
200004916;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;8;EA;20350527
200004916;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;7;EA;20350527
200004916;40;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;7;EA;20350527
200004917;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;9;EA;20350602
200004918;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;7;EA;20350513
200004919;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;2;EA;20350509
200004919;20;MZ-FG-E101;;USD;249;217,88;31,13;I;;2;EA;20350509
200004919;30;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;8;EA;20350509
200004919;40;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;2;EA;20350509
200004920;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;8;EA;20350510
200004921;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;7;EA;20350528
200004921;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;9;EA;20350528
200004921;30;MZ-TG-Y200;;USD;399;349,13;49,88;I;;7;EA;20350528
200004921;40;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;9;EA;20350528
200004922;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;9;EA;20350526
200004922;20;MZ-TG-SR01;;USD;4800;4200;600;I;;9;EA;20350526
200004922;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20350526
200004923;10;MZ-FG-C10;;USD;1200;1050;150;I;;4;EA;20350511
200004923;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;8;EA;20350511
200004923;30;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;7;EA;20350511
200004923;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;3;EA;20350511
200004924;10;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;6;EA;20350529
200004924;20;M1;;USD;1144;1001;143;I;;2;EA;20350529
200004924;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;9;EA;20350529
200004924;40;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;7;EA;20350529
200004925;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;5;EA;20350602
200004925;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;9;EA;20350602
200004925;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;5;EA;20350602
200004925;40;MZ-FG-E103;;USD;449;392,88;56,13;I;;7;EA;20350602
200004925;50;MZ-TG-Y240;;USD;400;350;50;I;;7;EA;20350602
200004925;60;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;4;EA;20350602
200004926;10;M1;;USD;1144;1001;143;I;;3;EA;20350521
200004926;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;9;EA;20350521
200004926;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;10;EA;20350521
200004926;40;MZ-FG-E101;;USD;249;217,88;31,13;I;;4;EA;20350521
200004926;50;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;6;EA;20350521
200004927;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;2;EA;20350531
200004927;20;CM-FL-V00;;USD;799;699,13;99,88;I;;6;EA;20350531
200004927;30;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;10;EA;20350531
200004927;40;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;9;EA;20350531
200004928;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;6;EA;20350525
200004928;20;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;9;EA;20350525
200004928;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;6;EA;20350525
200004928;40;MZ-FG-E102;;USD;399;349,13;49,88;I;;5;EA;20350525
200004928;50;MZ-FG-E103;;USD;449;392,88;56,13;I;;5;EA;20350525
200004929;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;7;EA;20350525
200004930;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;9;EA;20350622
200004930;20;MZ-TG-Y240;;USD;400;350;50;I;;8;EA;20350622
200004930;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;2;EA;20350622
200004931;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;9;EA;20350610
200004931;20;MZ-TG-Y240;;USD;400;350;50;I;;4;EA;20350610
200004932;10;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;10;EA;20350612
200004933;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;5;EA;20350619
200004933;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;2;EA;20350619
200004933;30;MZ-FG-C21;;USD;649;567,88;81,13;I;;3;EA;20350619
200004933;40;MZ-FG-C990;;USD;721;630,88;90,13;I;;4;EA;20350619
200004934;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;1;EA;20350605
200004934;20;M1;;USD;1144;1001;143;I;;6;EA;20350605
200004934;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;2;EA;20350605
200004934;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;6;EA;20350605
200004934;50;TG11;;USD;3000;2625;375;I;;7;EA;20350605
200004935;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;6;EA;20350621
200004936;10;MZ-FG-E102;;USD;399;349,13;49,88;I;;6;EA;20350620
200004936;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;10;EA;20350620
200004937;10;MZ-TG-SR01;;USD;4800;4200;600;I;;2;EA;20350623
200004938;10;MZ-TG-Y240;;USD;400;350;50;I;;7;EA;20350614
200004938;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;3;EA;20350614
200004939;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;10;EA;20350614
200004939;20;MZ-TG-Y240;;USD;400;350;50;I;;4;EA;20350614
200004939;30;M-01;;USD;319;279,13;39,88;I;;2;EA;20350614
200004939;40;CM-FL-V00;;USD;799;699,13;99,88;I;;10;EA;20350614
200004939;50;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;9;EA;20350614
200004940;10;MZ-TG-SR01;;USD;4800;4200;600;I;;1;EA;20350629
200004940;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;8;EA;20350629
200004940;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;10;EA;20350629
200004941;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;10;EA;20350613
200004941;20;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;5;EA;20350613
200004941;30;MZ-FG-C21;;USD;649;567,88;81,13;I;;9;EA;20350613
200004941;40;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;10;EA;20350613
200004941;50;MZ-TG-SR01;;USD;4800;4200;600;I;;3;EA;20350613
200004942;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;2;EA;20350629
200004942;20;M1;;USD;1144;1001;143;I;;8;EA;20350629
200004942;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;2;EA;20350629
200004942;40;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;8;EA;20350629
200004943;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;5;EA;20350705
200004943;20;MZ-TG-SR01;;USD;4800;4200;600;I;;7;EA;20350705
200004944;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;7;EA;20350711
200004944;20;MZ-FG-E102;;USD;399;349,13;49,88;I;;1;EA;20350711
200004945;10;MZ-TG-SR01;;USD;4800;4200;600;I;;5;EA;20350630
200004945;20;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;1;EA;20350630
200004945;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;10;EA;20350630
200004945;40;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;1;EA;20350630
200004945;50;MZ-FG-C950;;USD;689;602,88;86,13;I;;3;EA;20350630
200004945;60;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;7;EA;20350630
200004946;10;M-01;;USD;319;279,13;39,88;I;;8;EA;20350708
200004946;20;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;1;EA;20350708
200004947;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;10;EA;20350715
200004947;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;10;EA;20350715
200004947;30;MZ-FG-C990;;USD;721;630,88;90,13;I;;9;EA;20350715
200004948;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;7;EA;20350713
200004948;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;4;EA;20350713
200004948;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;3;EA;20350713
200004948;40;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;8;EA;20350713
200004948;50;MZ-TG-SR01;;USD;4800;4200;600;I;;2;EA;20350713
200004948;60;M-01;;USD;319;279,13;39,88;I;;7;EA;20350713
200004949;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;9;EA;20350724
200004949;20;MZ-FG-C10;;USD;1200;1050;150;I;;9;EA;20350724
200004949;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;2;EA;20350724
200004950;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;8;EA;20350720
200004951;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20350715
200004951;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;3;EA;20350715
200004951;30;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;3;EA;20350715
200004951;40;MZ-TG-SR01;;USD;4800;4200;600;I;;9;EA;20350715
200004951;50;MZ-FG-C10;;USD;1200;1050;150;I;;4;EA;20350715
200004951;60;MZ-FG-C950;;USD;689;602,88;86,13;I;;1;EA;20350715
200004952;10;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;7;EA;20350708
200004952;20;MZ-FG-C950;;USD;689;602,88;86,13;I;;1;EA;20350708
200004952;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;6;EA;20350708
